CS,ELE_qt7,SL_qt7,AMP_gmt7,AMT_uni6,AME_qt7,NDVI_jnb7,NL_std6,POP_qt7,GDP_qt4,DTW_std6,DTG_std6,DTH_qt7,DTC_qt7
264.75,2,5,3,4,6,6,1,3,2,2,3,4,3
264.75,3,6,3,4,6,5,1,3,2,4,3,6,2
242.45,2,6,4,4,5,5,1,4,2,2,2,3,5
264.75,3,5,3,4,5,4,1,4,2,3,3,3,4
264.75,2,3,3,5,6,4,1,4,3,3,2,2,4
164.78,3,3,4,3,3,4,1,3,2,3,2,3,5
0.0,0,0,3,3,1,0,1,1,1,1,1,0,0
175.54,2,6,3,5,6,3,1,3,1,1,4,6,4
214.76,2,4,3,4,6,6,1,4,2,3,3,6,2
264.75,3,1,3,4,6,4,1,3,2,6,3,4,3
188.98,2,1,3,4,6,6,1,4,2,2,2,6,3
164.78,3,0,3,4,5,0,1,5,2,1,3,6,2
264.75,2,4,4,4,5,5,1,3,2,2,2,4,3
214.76,2,3,3,5,6,4,1,4,3,3,2,3,2
264.75,2,5,3,5,6,5,1,4,2,4,3,6,0
175.54,3,6,4,4,3,5,1,3,2,4,2,4,5
264.75,3,5,3,4,6,6,1,4,2,3,3,5,2
264.75,3,2,3,3,3,6,1,3,2,2,3,6,3
264.75,3,5,4,4,3,5,1,2,2,3,2,3,3
264.75,2,3,4,5,6,4,1,5,3,3,2,0,4
264.75,2,2,4,5,6,6,1,3,2,2,2,3,1
197.84,3,1,3,3,3,5,1,3,2,6,3,5,2
264.75,2,3,3,5,6,5,1,5,2,2,3,5,2
172.85,3,2,3,3,4,2,1,4,2,3,2,1,5
175.54,3,1,3,4,6,3,1,3,2,6,2,3,4
214.76,3,4,4,3,3,5,1,4,2,3,2,0,5
264.75,2,2,3,5,6,5,1,3,2,2,1,1,2
220.15,3,2,3,3,4,5,1,4,2,6,3,4,2
264.75,4,6,3,3,3,6,1,2,1,3,2,0,2
264.75,3,2,3,4,3,5,1,3,2,5,3,4,5
264.75,3,3,4,4,5,5,1,4,2,2,2,4,2
172.85,3,1,3,4,6,3,1,5,2,2,1,1,2
164.78,2,3,3,4,6,5,1,4,2,4,3,6,3
264.75,4,6,4,3,3,5,1,3,2,4,3,3,6
175.54,3,0,3,4,6,4,1,4,2,5,3,4,0
242.45,4,6,3,3,3,6,1,2,2,3,3,2,4
239.76,3,2,3,3,3,5,1,3,2,3,3,3,3
220.15,3,3,4,3,3,5,1,3,2,3,2,3,5
264.75,2,3,3,4,6,4,1,4,2,4,2,4,3
164.78,3,1,3,4,6,4,1,4,2,5,2,1,2
220.15,2,2,3,5,6,3,1,3,2,2,2,2,4
214.77,2,1,3,5,6,3,1,5,3,2,3,3,0
164.78,3,2,3,3,3,4,1,3,2,2,3,4,3
264.75,2,4,3,5,6,5,1,4,2,2,2,5,2
214.77,3,2,3,4,6,3,1,4,2,2,2,4,5
264.75,2,3,3,4,6,4,1,3,2,3,2,4,2
164.78,2,2,3,5,6,2,4,6,3,2,1,0,0
13.91,2,3,3,5,6,2,6,6,3,1,1,0,0
170.16,3,2,3,4,5,4,1,3,2,3,3,4,5
175.54,5,3,4,3,2,3,1,3,2,3,2,3,4
264.75,3,4,3,4,6,6,1,3,2,4,3,6,2
55.05,2,2,4,4,6,5,1,4,2,3,3,5,2
264.75,3,6,3,3,3,5,1,3,1,2,2,3,4
175.54,2,5,4,5,6,5,1,4,2,2,3,0,5
202.84,2,5,3,4,6,6,1,4,3,2,2,4,4
214.76,2,3,3,5,6,3,1,4,3,2,2,2,2
264.75,2,4,3,5,6,6,1,4,2,5,3,6,1
167.47,2,3,4,5,6,4,1,4,2,2,3,2,4
264.75,3,4,3,3,3,4,1,2,2,4,3,5,3
0.19,2,1,3,5,6,3,1,4,2,2,3,5,0
170.16,2,0,3,5,6,3,1,5,3,2,3,3,1
164.78,3,1,3,4,6,3,1,5,2,2,2,0,3
264.75,3,1,4,3,3,5,1,3,2,3,2,5,6
189.77,2,2,3,5,6,4,1,4,3,2,2,5,0
264.75,3,5,3,4,6,4,1,4,2,2,2,2,3
214.76,3,3,3,3,3,4,1,3,2,3,3,4,3
172.85,2,1,3,5,6,3,1,4,3,2,2,0,4
264.75,3,6,3,4,6,3,1,4,2,3,3,5,4
264.75,2,2,3,5,6,3,1,4,3,2,1,1,2
264.75,2,1,3,5,6,4,1,4,2,2,1,2,2
164.78,3,0,3,4,6,4,1,5,2,2,2,1,4
220.15,4,3,4,3,2,3,1,2,2,4,2,5,4
264.75,2,2,4,4,6,6,1,4,2,3,2,1,3
175.54,2,6,3,5,6,3,1,4,3,1,1,0,0
264.75,3,1,3,4,6,4,1,4,2,4,2,2,3
220.15,3,5,4,4,4,6,1,3,2,4,2,4,5
214.76,3,3,4,4,4,5,1,4,2,3,2,3,6
167.47,2,0,3,5,6,3,1,5,3,1,2,0,0
264.75,2,4,3,4,6,6,1,2,2,3,2,5,2
264.75,3,6,3,4,6,6,1,3,2,3,3,5,1
55.05,3,2,3,4,6,3,1,4,2,4,2,1,2
242.45,3,4,3,4,3,5,1,3,2,3,2,4,4
264.75,2,3,3,5,6,5,1,4,2,2,3,5,1
197.84,3,2,3,4,5,4,1,3,2,5,3,5,4
175.54,2,3,3,5,6,3,1,4,3,2,2,1,2
264.75,3,6,3,4,3,6,1,2,1,2,4,6,5
264.75,3,4,3,4,3,6,1,2,2,2,2,5,3
175.54,2,6,3,4,6,3,1,4,1,1,2,0,0
264.75,2,2,3,4,6,5,1,3,3,2,2,1,2
175.54,3,1,3,3,3,4,1,3,2,3,2,2,5
264.75,2,5,3,4,6,6,1,4,2,3,2,4,3
264.75,2,3,3,5,6,5,1,3,2,2,2,2,1
164.78,3,0,3,4,6,3,1,4,2,2,2,3,4
220.15,4,1,3,3,2,4,1,2,2,3,2,4,4
264.75,2,2,3,5,6,4,1,3,3,2,2,0,2
264.75,3,6,4,4,3,4,1,3,2,5,2,5,3
220.15,3,3,4,3,4,5,1,3,2,3,2,4,6
264.75,3,6,4,3,3,6,1,1,2,4,3,5,6
264.75,2,6,4,5,6,5,1,3,2,2,2,2,1
264.75,3,3,3,4,4,6,1,2,2,3,2,5,3
197.84,4,4,4,3,2,6,1,2,2,3,3,5,6
264.75,2,3,3,4,6,6,1,2,2,3,2,5,4
44.03,2,0,3,5,6,2,2,5,3,2,2,0,1
264.75,3,5,3,4,4,6,1,3,2,2,3,4,4
264.75,2,5,3,4,6,6,1,4,2,4,3,6,2
164.78,3,1,3,4,6,3,1,6,2,2,1,1,1
264.75,2,5,4,4,6,5,1,4,2,2,2,5,5
214.76,2,4,4,4,6,4,1,4,3,2,3,1,1
264.75,2,3,3,5,6,4,1,4,3,2,1,0,2
264.75,3,4,3,4,6,4,1,3,2,6,3,3,4
170.16,2,6,3,5,6,5,1,4,2,3,3,4,3
175.54,2,5,3,5,6,4,1,5,3,2,1,1,1
264.75,3,6,4,3,3,6,1,3,3,2,3,5,4
264.75,3,5,4,4,3,6,1,3,2,4,2,0,5
264.75,2,1,3,5,6,2,1,5,3,2,3,4,2
175.54,3,4,3,4,6,3,1,4,2,3,2,1,2
264.75,2,5,3,5,6,5,1,4,2,2,2,4,2
264.75,3,6,4,3,3,6,1,3,2,2,2,5,6
264.75,2,6,3,5,6,4,1,5,3,2,2,5,0
82.49,2,2,3,5,6,3,1,6,3,1,1,0,0
214.77,2,2,3,5,6,3,1,4,3,1,2,2,4
264.75,3,5,4,3,3,6,1,3,2,3,3,3,5
264.75,3,5,4,3,3,5,1,2,2,4,3,5,6
175.54,2,1,3,5,6,3,4,6,3,2,1,1,0
264.75,2,5,3,5,6,4,1,5,2,2,2,5,2
264.75,2,5,4,4,4,6,1,3,2,2,2,4,6
164.78,3,2,4,4,3,6,1,3,2,3,2,3,4
264.75,2,5,3,4,6,5,1,3,2,2,3,5,0
239.76,2,1,3,5,6,2,1,6,3,1,2,0,0
264.75,2,5,4,5,6,5,1,4,2,2,2,4,5
175.54,2,3,3,5,6,2,1,4,3,2,3,4,4
264.75,2,2,3,5,6,5,1,3,2,2,2,1,0
264.75,2,5,3,4,6,3,1,3,1,2,4,6,4
175.54,2,6,4,4,6,6,1,4,2,2,3,2,5
264.75,3,5,3,3,2,6,1,2,1,3,2,1,3
164.78,2,4,4,5,6,4,1,4,2,2,2,2,3
175.54,4,4,4,3,3,5,1,2,2,4,3,5,6
214.77,2,2,3,5,6,5,1,6,3,3,3,5,0
264.75,2,3,3,5,6,4,1,4,3,2,2,1,1
242.45,4,6,3,3,2,6,1,2,1,3,2,4,4
197.84,3,4,4,3,3,6,1,2,2,3,2,3,6
164.78,3,0,3,4,6,3,1,6,2,2,1,1,1
214.77,2,4,4,4,4,6,1,4,2,4,2,2,6
189.77,2,4,4,4,6,5,1,4,2,2,3,5,0
175.54,3,0,3,4,6,3,1,4,2,4,2,1,5
264.75,3,6,3,3,3,6,1,3,2,2,3,4,4
173.49,2,1,3,5,6,3,1,6,3,2,2,0,4
264.75,2,2,3,5,6,4,1,5,3,1,1,1,0
264.75,3,2,3,4,6,0,1,4,2,6,3,5,4
264.75,2,3,3,5,6,5,1,3,3,3,2,0,4
264.75,3,4,3,4,6,4,1,4,2,4,2,2,0
264.75,2,1,3,4,6,6,1,4,3,2,2,3,4
175.54,2,4,3,5,6,3,3,6,3,2,1,0,1
242.89,3,4,3,4,4,6,1,3,2,4,2,5,2
264.75,3,2,3,4,6,5,1,4,2,3,2,4,6
178.57,2,2,3,5,6,0,6,5,3,2,2,0,0
264.75,3,5,3,4,6,5,1,4,2,4,2,4,3
197.84,4,1,3,3,2,4,1,2,2,3,3,2,5
230.06,2,1,3,5,6,3,1,3,3,2,2,0,0
264.75,3,2,4,3,6,5,1,3,2,4,3,5,6
264.75,3,3,3,4,6,6,1,4,2,3,3,5,1
204.52,2,5,3,5,6,0,1,4,2,2,3,5,5
128.21,2,0,3,5,6,3,1,6,3,2,2,0,4
170.16,3,5,4,4,5,5,1,3,2,4,3,4,6
242.45,3,5,3,4,3,4,1,4,2,5,2,5,4
264.75,3,6,3,4,6,6,1,3,2,2,2,5,3
264.75,4,4,3,3,3,6,1,3,2,2,4,6,1
175.54,2,2,3,5,6,3,1,5,3,2,1,0,1
264.75,3,3,3,4,5,6,1,4,2,2,3,6,1
220.15,4,5,4,3,2,3,1,1,2,4,3,3,6
175.54,3,0,3,3,3,0,1,3,2,4,2,5,3
264.75,2,6,4,4,6,5,1,4,2,2,2,3,1
264.75,3,2,3,3,4,4,1,3,2,4,3,1,4
214.77,3,3,3,4,6,4,1,3,1,2,4,6,5
264.75,2,6,3,5,6,6,1,3,2,2,3,5,0
164.78,2,1,3,5,6,4,1,4,3,3,1,3,2
264.75,3,4,3,4,5,5,1,3,2,3,3,5,3
264.75,3,6,3,3,3,6,1,3,2,2,2,5,6
264.75,2,2,3,5,6,6,1,3,2,3,2,3,3
195.15,2,1,3,5,6,2,1,5,3,2,1,1,2
189.77,2,1,4,5,6,5,1,5,3,2,3,4,1
214.77,2,2,3,5,6,5,1,4,3,2,2,5,0
264.75,2,6,3,4,6,0,1,4,2,2,2,4,1
239.76,3,5,4,4,3,6,1,2,2,3,3,5,1
264.75,3,3,3,4,6,5,1,3,3,3,2,4,0
253.23,2,4,3,5,6,2,1,4,2,3,3,4,3
264.75,2,5,3,5,6,3,1,4,2,2,2,3,1
167.47,2,3,3,5,6,2,1,5,3,2,3,4,1
264.75,3,3,3,3,3,0,1,2,2,5,2,1,4
264.75,2,4,3,5,6,5,1,3,2,2,3,5,3
264.75,3,4,3,4,6,4,1,3,2,4,3,0,3
167.47,2,1,3,5,6,2,1,5,3,1,1,0,0
175.54,2,4,3,5,6,4,1,4,3,2,2,0,4
242.45,2,2,3,5,6,5,1,4,2,4,3,5,4
264.75,3,5,4,3,2,6,1,3,2,3,2,1,5
175.54,3,4,3,3,6,2,1,4,2,2,2,1,4
264.75,2,3,3,5,6,5,1,3,2,2,1,3,3
164.78,3,2,3,3,3,4,1,4,2,3,3,6,2
214.76,3,5,4,4,4,5,1,3,2,3,3,3,6
175.54,3,1,3,4,6,3,1,4,2,3,2,5,6
264.75,3,6,4,3,3,3,1,3,2,3,2,3,5
164.78,3,4,3,3,3,5,1,3,2,2,3,3,4
175.54,3,0,3,4,6,3,1,4,2,4,2,1,5
197.84,3,1,4,4,5,4,1,4,2,3,2,1,4
197.84,2,5,4,4,5,6,1,3,2,3,3,4,6
164.78,3,0,3,4,6,2,1,4,2,3,2,3,5
264.75,2,5,4,4,5,6,1,3,2,2,2,4,5
199.1,3,2,3,4,5,5,1,4,2,4,3,5,4
264.75,2,3,3,5,6,2,3,5,3,2,1,1,3
214.76,2,4,3,5,6,3,1,4,3,2,2,2,2
229.82,2,4,2,5,6,2,1,4,3,1,2,2,2
175.54,5,1,3,2,1,0,1,1,1,2,4,6,3
264.75,3,5,4,4,3,4,1,4,2,3,2,4,1
264.75,2,5,4,5,6,5,1,4,2,2,2,3,1
197.84,3,1,4,4,4,4,1,4,2,3,2,4,5
264.75,3,2,3,4,6,3,1,4,2,4,2,4,6
264.75,3,4,4,4,6,5,1,4,2,3,2,4,6
264.75,3,3,3,4,6,4,1,4,2,4,2,0,1
175.54,2,5,3,4,6,4,1,5,1,1,2,2,1
264.75,3,4,3,4,6,0,1,3,1,6,2,3,3
264.75,2,5,3,5,6,6,1,5,2,3,3,6,1
175.54,4,2,3,3,2,4,1,2,2,4,2,4,5
264.75,3,3,3,4,6,5,1,4,2,4,3,5,3
239.76,2,2,3,5,6,4,1,5,3,2,2,1,2
167.47,3,3,3,3,5,4,1,4,2,4,3,4,3
175.54,3,5,3,4,5,4,1,4,2,4,3,5,4
264.75,3,4,4,4,3,6,1,4,2,4,3,2,6
175.54,2,1,3,5,6,2,6,0,3,1,1,0,1
175.54,3,1,3,4,6,3,1,4,2,3,2,2,1
189.77,2,3,3,4,6,5,1,4,3,2,2,1,3
170.16,2,3,3,5,6,5,1,4,2,2,3,4,2
0.0,0,0,3,3,2,0,1,1,1,1,1,0,0
175.54,3,4,3,4,6,3,1,4,2,2,1,2,3
264.75,3,4,3,4,5,5,1,4,1,2,2,0,1
264.75,3,6,3,4,6,0,1,3,1,2,4,6,4
164.78,2,0,3,5,6,3,6,6,3,1,1,0,0
197.84,4,4,4,3,2,3,1,2,2,3,3,3,6
264.75,3,3,3,3,3,6,1,3,1,3,2,5,4
264.75,2,2,3,4,6,6,1,3,3,3,2,3,4
264.75,2,5,3,5,6,6,1,4,3,4,3,6,0
164.78,3,3,3,4,3,5,1,3,1,2,2,2,3
264.75,3,3,4,4,3,6,1,2,2,3,3,4,6
242.45,4,5,4,3,2,5,1,3,2,3,2,2,5
264.75,2,4,3,4,6,6,1,3,2,2,3,5,1
220.15,3,1,3,4,6,3,1,4,2,3,2,5,6
164.78,2,0,3,5,6,3,1,5,3,2,2,1,0
164.78,2,2,4,5,6,4,1,4,2,3,3,0,5
264.75,4,6,4,3,2,4,1,2,2,3,3,2,6
264.75,3,3,3,3,5,5,1,3,1,2,1,2,4
175.54,3,3,3,4,4,5,1,4,2,4,2,4,2
264.75,2,3,3,4,5,0,1,4,3,3,2,4,5
264.75,3,3,3,3,3,4,1,3,2,3,3,4,3
175.54,4,3,3,3,2,5,1,2,1,3,2,0,3
164.78,3,0,3,4,6,3,1,6,2,2,2,0,4
264.75,2,6,3,4,6,3,1,4,1,2,1,0,2
264.75,2,2,3,4,6,6,1,3,2,5,2,5,2
197.84,3,2,3,4,4,5,1,4,2,5,3,5,2
167.47,3,2,4,3,3,6,1,4,2,3,2,0,5
264.75,2,3,3,5,6,4,1,4,3,3,3,6,0
91.63,3,1,3,3,4,4,1,3,2,2,3,4,3
264.75,3,6,3,4,6,5,1,3,2,3,2,2,1
164.78,2,5,4,4,6,5,1,5,2,3,3,0,6
175.54,4,0,3,3,2,3,1,2,2,2,2,4,5
264.75,3,6,4,4,3,6,1,3,2,2,3,4,6
264.75,3,4,3,4,6,5,1,4,2,4,2,2,5
264.75,3,2,3,4,6,0,1,4,2,2,2,5,3
264.75,3,6,4,4,5,6,1,3,2,2,3,4,5
189.77,3,1,3,4,5,4,1,4,2,5,3,5,5
164.78,2,4,4,4,6,4,1,4,3,3,2,4,1
264.75,2,3,3,5,6,5,1,3,2,2,1,2,1
264.75,3,1,3,4,6,4,1,4,2,3,2,4,5
239.76,3,4,4,3,3,5,1,3,2,3,2,2,5
175.54,3,0,3,4,6,2,1,4,2,4,3,5,6
164.78,2,3,3,5,6,6,1,4,2,2,3,6,3
264.75,3,6,4,4,5,6,1,4,2,3,2,1,5
264.75,3,6,4,3,3,6,1,3,2,3,3,2,6
0.0,0,0,3,4,6,0,1,4,2,1,1,0,0
214.77,2,1,3,5,6,3,1,4,3,2,2,2,3
197.84,3,1,3,4,6,3,1,4,2,4,3,5,6
264.75,3,3,3,3,3,5,1,3,2,2,2,4,5
264.75,4,4,3,3,2,6,1,2,1,3,2,4,4
264.75,3,5,3,4,6,6,1,3,2,3,2,5,2
175.54,2,2,3,5,6,3,1,5,3,2,2,0,3
264.75,3,5,3,3,6,5,1,4,2,2,4,6,0
175.54,3,3,4,4,3,5,1,4,2,4,2,4,5
264.75,3,1,3,3,3,5,1,3,2,4,3,2,5
164.78,2,3,3,5,6,3,1,4,3,2,1,0,1
164.78,3,0,3,4,6,3,1,5,2,2,3,6,0
264.75,3,6,3,4,6,4,1,5,2,2,2,1,4
0.0,0,0,3,4,5,0,1,3,3,1,1,0,0
164.78,2,0,3,5,6,3,1,6,3,1,3,2,0
214.76,2,2,4,5,6,5,1,3,2,3,2,3,1
214.76,2,2,3,5,6,4,1,4,3,2,1,2,1
264.75,3,3,3,4,5,0,1,4,1,6,2,2,4
264.75,5,5,3,3,2,0,1,1,1,3,4,6,5
264.75,2,6,4,4,6,6,1,4,2,2,3,2,4
264.75,3,4,3,4,6,4,1,4,2,5,3,5,0
264.75,2,6,3,5,6,5,1,3,2,2,2,5,0
164.78,2,6,3,4,6,4,1,3,3,3,2,2,3
264.75,3,5,3,4,4,6,1,3,2,2,2,4,5
264.75,3,4,4,3,3,6,1,2,2,4,2,3,5
264.75,2,6,3,4,5,5,1,3,3,3,1,2,3
175.54,2,5,3,5,6,3,1,3,1,1,4,6,5
175.54,2,3,3,5,6,2,1,4,3,2,2,3,3
264.75,2,3,3,5,6,4,1,4,3,2,2,0,3
164.78,3,0,3,4,6,3,1,5,2,2,1,2,3
264.75,2,4,3,5,6,3,1,6,3,2,1,0,2
172.85,2,1,3,5,6,3,1,5,2,2,2,4,1
189.77,2,3,4,5,6,5,1,4,2,2,3,2,6
264.75,2,4,3,4,6,6,1,3,2,4,3,6,1
264.75,3,5,4,4,5,6,1,3,2,2,3,5,6
264.75,2,5,3,4,6,5,1,3,2,3,3,6,2
264.75,3,2,3,3,4,6,1,4,2,2,1,2,4
133.59,3,1,3,4,6,4,1,5,2,4,2,1,5
220.15,3,6,3,4,6,5,1,3,1,2,2,3,4
264.75,3,3,3,4,6,5,1,3,2,2,2,3,5
167.47,3,6,3,4,5,4,1,4,2,5,3,5,3
264.75,2,5,3,5,6,6,1,4,2,2,1,0,2
264.75,2,3,3,5,6,6,1,3,2,2,1,0,3
264.75,3,6,4,4,4,6,1,3,2,2,3,2,4
264.75,3,6,4,4,4,6,1,4,2,2,2,4,6
264.75,3,6,4,3,3,5,1,2,2,4,3,5,6
175.54,3,4,3,4,6,2,1,4,2,2,2,1,3
264.75,2,4,3,5,6,3,5,4,3,2,1,1,4
164.78,3,0,3,4,6,2,1,6,2,3,2,2,5
164.78,2,2,4,4,6,5,1,3,2,3,4,4,6
220.15,3,1,3,4,5,3,1,4,2,4,2,3,6
264.75,3,2,3,4,6,5,1,3,2,2,2,3,5
264.75,3,5,3,4,5,6,1,3,2,3,4,6,2
239.76,3,3,4,3,3,5,1,4,2,3,2,2,5
264.75,3,4,3,3,5,5,1,3,2,2,3,4,2
264.75,3,5,3,4,5,4,1,4,2,3,3,5,1
264.75,3,4,3,4,6,3,1,4,2,5,3,3,3
264.75,2,3,3,5,6,6,1,6,3,2,1,1,2
264.75,3,6,4,4,5,6,1,4,2,2,3,4,5
264.75,2,3,3,5,6,3,1,4,3,1,1,0,0
264.75,3,5,3,4,5,6,1,3,2,2,3,5,0
189.77,3,6,4,4,3,4,1,4,2,4,2,1,6
164.78,2,1,3,5,6,3,1,4,3,1,2,1,3
264.75,2,3,3,4,6,4,1,4,2,2,3,0,1
264.75,3,5,3,4,6,4,1,4,2,3,2,4,0
214.76,2,6,4,5,6,5,1,4,2,2,3,1,4
85.18,1,0,3,5,6,2,2,0,3,1,2,0,0
242.45,2,1,3,5,6,3,5,5,3,2,1,0,1
264.75,4,4,3,3,2,6,1,3,1,3,2,3,4
264.75,3,2,3,4,4,5,1,3,2,3,3,5,1
214.76,2,5,3,4,6,6,1,4,2,4,3,5,1
189.77,3,4,4,4,4,4,1,4,2,3,2,2,4
239.76,3,6,4,4,6,5,1,4,2,2,2,2,3
220.15,3,1,3,4,6,4,1,3,2,4,3,2,3
164.78,2,1,4,4,5,4,1,4,2,2,2,4,5
264.75,2,2,3,4,6,4,1,4,2,3,2,3,1
175.54,3,1,3,4,6,2,1,5,2,2,2,0,4
220.15,3,2,3,4,5,3,1,4,2,5,3,4,2
264.75,2,3,3,4,6,5,1,4,3,2,2,0,2
91.63,3,0,3,4,6,3,1,5,2,2,1,2,3
264.75,2,4,3,4,6,5,1,4,3,2,3,3,1
264.75,3,6,4,3,4,5,1,2,2,3,3,3,6
174.3,2,3,3,5,6,2,1,4,1,2,4,6,3
220.15,2,2,3,4,4,6,1,3,2,4,3,5,3
164.78,2,1,3,5,6,2,1,5,3,2,3,3,0
239.76,3,4,4,4,5,5,1,3,3,2,2,3,2
264.75,3,3,4,4,4,5,1,4,2,3,2,3,5
264.75,2,1,3,5,6,3,1,4,3,1,2,0,4
264.75,2,6,3,5,6,5,1,3,2,2,2,4,2
175.54,2,6,4,5,6,4,1,4,2,2,2,5,5
264.75,4,1,3,3,3,6,1,3,2,2,2,5,6
175.54,3,0,3,3,3,3,1,2,2,3,2,3,4
214.76,2,5,4,4,6,5,1,4,2,3,3,1,5
164.78,3,3,4,4,6,5,1,4,2,3,3,2,5
242.45,3,2,3,4,5,4,1,4,2,5,3,5,0
172.85,2,1,3,5,6,3,6,6,3,2,1,0,1
264.75,3,4,3,4,5,5,1,3,2,5,2,2,4
264.75,2,3,3,5,6,5,1,4,3,2,1,2,2
175.54,2,4,4,5,6,5,1,4,2,2,2,4,5
242.45,3,2,3,4,6,5,1,3,2,2,3,4,2
264.75,3,6,3,4,3,5,1,3,2,4,3,5,5
164.78,3,0,3,4,6,3,1,5,2,3,2,2,4
189.77,2,4,3,4,6,5,1,3,2,3,2,3,4
264.75,2,4,3,4,6,4,1,3,1,2,2,0,2
264.75,3,4,3,4,3,6,1,3,2,4,2,2,2
220.15,3,5,4,4,3,6,1,2,2,2,3,3,3
164.78,3,6,4,4,3,4,1,4,2,3,3,2,5
264.75,3,4,3,3,3,3,1,3,2,3,2,2,4
264.75,3,3,3,4,3,4,1,3,2,5,3,5,3
264.75,2,4,3,5,6,0,1,4,0,3,2,5,0
264.75,3,2,4,4,4,6,1,4,2,4,3,1,6
214.76,3,2,3,4,4,4,1,4,2,3,3,5,1
170.16,2,6,4,4,6,4,1,4,3,2,3,1,2
264.75,2,1,3,4,6,6,1,4,3,3,2,4,5
264.75,2,1,4,4,6,6,1,2,2,3,2,3,3
167.47,2,3,3,5,6,4,1,4,3,2,2,0,1
264.75,3,6,3,3,3,6,1,3,1,2,1,3,4
175.54,3,5,4,3,3,5,1,3,2,4,2,1,5
264.75,3,3,4,3,3,5,1,3,2,4,2,3,6
264.75,2,3,3,4,6,6,1,3,3,3,2,2,4
164.78,3,2,4,4,3,6,1,4,2,3,2,0,6
164.78,2,6,3,5,6,4,1,4,3,2,3,6,3
197.84,4,4,4,3,2,3,1,2,2,3,3,6,6
259.85,3,3,3,3,3,3,1,3,2,3,3,6,3
264.75,2,2,4,5,6,5,1,4,2,2,2,1,1
264.75,2,5,4,4,5,6,1,3,2,5,2,5,3
264.75,3,2,3,4,6,5,1,4,2,5,3,4,1
264.75,4,1,4,3,3,4,1,3,2,3,2,5,6
264.75,3,5,4,3,3,5,1,2,2,3,3,4,6
264.75,2,2,3,4,6,6,1,4,3,2,2,1,4
189.77,2,4,3,4,6,6,1,4,2,5,3,5,3
242.45,3,3,3,4,6,3,1,4,2,4,3,0,3
214.77,2,5,4,4,6,6,1,4,2,3,3,3,3
264.75,2,3,4,4,5,6,1,3,2,3,2,3,3
264.75,2,5,3,5,6,6,1,4,3,2,2,0,1
264.75,2,5,4,4,6,5,1,4,2,2,2,3,5
214.77,2,2,3,5,6,5,1,3,2,3,3,6,2
264.75,2,5,3,5,6,6,1,3,3,3,2,0,4
210.55,3,2,3,4,6,3,1,3,2,6,2,3,4
220.15,3,0,3,4,6,2,1,4,2,2,2,3,5
264.75,3,6,3,4,6,4,1,3,2,4,3,5,1
170.16,3,2,3,3,3,4,1,4,2,2,2,1,5
264.75,2,2,3,5,6,3,1,4,3,2,2,1,4
239.76,3,2,4,4,5,5,1,4,3,3,2,2,4
189.77,3,3,3,4,6,5,1,3,2,4,2,3,4
214.76,2,1,3,5,6,4,1,6,3,3,3,6,0
239.76,3,4,3,4,5,4,1,4,2,2,3,6,2
264.75,3,3,3,4,5,6,1,3,2,4,2,0,2
264.75,3,2,4,4,3,5,1,3,2,3,3,2,5
164.78,2,3,4,4,6,5,1,5,2,2,3,0,4
264.75,3,4,3,3,3,5,1,3,2,3,3,2,5
167.47,3,1,3,4,3,4,1,4,2,3,3,6,3
264.75,2,5,3,5,6,4,1,4,3,2,2,1,4
175.54,3,0,3,4,6,2,1,5,2,3,2,4,6
264.75,3,4,3,3,3,5,1,3,1,2,2,2,3
264.75,3,2,3,4,5,5,1,4,1,6,2,2,3
264.75,3,4,3,4,6,4,1,3,2,3,3,5,4
264.75,2,6,4,4,6,6,1,3,2,3,2,1,6
264.75,2,6,3,4,6,6,1,3,2,2,3,4,4
0.19,2,0,3,5,6,3,1,0,2,1,2,4,0
264.75,2,4,3,4,6,5,1,3,3,3,1,2,3
197.84,3,1,3,4,6,3,1,4,2,4,2,0,6
175.54,3,2,3,4,6,5,1,4,2,3,3,5,3
264.75,2,5,4,4,6,6,1,3,2,2,3,4,3
264.75,2,5,3,4,5,6,1,4,2,4,3,5,4
264.75,3,1,4,4,6,5,1,4,2,4,3,4,6
175.54,3,4,4,4,3,6,1,4,2,4,2,2,5
239.76,2,4,3,5,6,3,1,5,3,2,2,0,1
264.75,2,2,4,4,6,5,1,4,2,3,2,3,3
242.45,3,4,3,3,3,5,1,3,2,5,2,5,3
264.75,2,5,3,4,6,6,1,4,2,3,3,5,2
169.05,2,3,3,5,6,4,1,3,3,2,2,0,4
242.45,3,2,3,4,3,5,1,3,2,4,3,1,2
189.77,2,3,3,5,6,6,1,3,2,3,2,4,3
164.78,2,2,3,4,6,5,1,4,2,3,3,3,4
239.76,3,5,4,4,3,6,1,2,2,2,3,3,5
264.75,2,5,3,4,6,6,1,3,2,3,3,6,2
264.75,3,3,4,4,3,6,1,3,2,3,3,3,4
264.75,2,5,3,5,6,5,1,4,2,2,2,3,0
264.75,2,2,4,4,6,5,1,4,2,3,3,1,5
197.84,3,4,4,4,6,6,1,3,2,3,3,4,4
220.15,3,1,3,3,4,4,1,4,2,4,2,2,5
264.75,2,2,3,5,6,5,1,3,3,3,2,1,3
264.75,2,3,3,5,6,5,1,4,2,2,3,2,3
131.7,2,1,3,5,6,3,1,4,3,2,1,1,3
264.75,2,4,3,5,6,4,1,4,3,2,2,1,2
75.47,1,0,2,5,6,2,1,4,3,1,2,1,2
